"dataset","timestamp","allowed_miss","injected_miss","algorithm","imputable_data_cnt","correct_imputation_cnt","correct_imputation_ratio","injected_het_cnt","injected_het_hits","injected_min_homo_cnt","injected_min_homo_hits","injected_maj_homo_cnt","injected_maj_homo_hits","injected_min_all_cnt","injected_min_all_hits","injected_maj_all_cnt","injected_maj_all_hits","runtime_user_self","runtime_system_self","runtime_elapsed","runtime_user_child","runtime_system_child"
"reforma_chrom_1",2016-01-15 13:28:16,"0.7","0.05","beagle unphased",12111,9410,0.77697960531748,3549,974,91,19,8471,8417,3731,1047,20491,20400,0,0.002,59.389,61.682,2.021
"reforma_chrom_1",2016-01-15 14:39:14,"0.7","0.05","beagle unphased",12376,9571,0.773351648351648,3632,978,118,23,8626,8570,3868,1058,20884,20789,0.00100000000000033,0.002,63.194,63.536,2.383
"reforma_chrom_1",2016-01-15 14:40:50,"0.7","0.05","beagle unphased (shuffle)",12296,8506,0.691769681197137,3681,2,108,1,8507,8503,3897,14,20695,20679,0,0.003,61.516,61.348,2.595
"reforma_chrom_1",2016-01-15 14:45:44,"0.7","0.05","beagle unphased (shuffle)",12213,8514,0.697126013264554,3566,8,128,0,8519,8506,3822,40,20604,20550,0.00100000000000033,0.002,60.618,61.919,2.482
"reforma_chrom_1",2016-01-15 13:28:16,"0.7","0.1","beagle unphased",24632,18954,0.769486846378694,7089,1697,231,25,17312,17232,7551,1815,41713,41551,0.00199999999999978,0.002,53.536,56.558,2.189
"reforma_chrom_1",2016-01-15 14:39:14,"0.7","0.1","beagle unphased",24422,18764,0.768323642617312,6974,1609,217,23,17231,17132,7408,1715,41436,41278,0.00100000000000033,0.003,61.624,63.139,2.274
"reforma_chrom_1",2016-01-15 14:45:44,"0.7","0.1","beagle unphased (shuffle)",24575,17229,0.701078331637843,7105,18,243,6,17227,17205,7591,128,41559,41425,0.000999999999999446,0.002,55.328,56.276,2.246
"reforma_chrom_1",2016-01-15 14:39:14,"0.7","0.2","beagle unphased",49143,36845,0.749750727468816,14228,2481,483,60,34432,34304,15194,2834,83092,82708,0,0.002,62.936,62.638,2.496
"reforma_chrom_1",2016-01-15 14:45:45,"0.7","0.2","beagle unphased (shuffle)",49112,34325,0.698912689363088,14290,3,483,4,34339,34318,15256,187,82968,82750,0.00100000000000033,0.004,59.13,59.681,2.528
"reforma_chrom_2",2016-01-15 13:28:19,"0.1","0.01","beagle unphased",988,792,0.801619433198381,310,128,6,3,672,661,322,138,1654,1639,0.00100000000000033,0.002,19.124,21.404,1.032
"reforma_chrom_2",2016-01-15 14:39:11,"0.1","0.01","beagle unphased",972,775,0.797325102880658,343,155,6,1,623,619,355,159,1589,1584,0.00099999999999989,0.00199999999999999,23.611,24.117,1.241
"reforma_chrom_2",2016-01-15 14:45:42,"0.1","0.01","beagle unphased (shuffle)",917,636,0.693565976008724,280,5,6,0,631,631,292,5,1542,1542,0.00100000000000033,0.002,24.745,23.963,1.221
"reforma_chrom_2",2016-01-15 13:28:19,"0.1","0.05","beagle unphased",5021,3989,0.794463254331806,1655,672,25,9,3341,3308,1705,699,8337,8297,0,0.002,20.047,23.246,1.138
"reforma_chrom_2",2016-01-15 14:39:11,"0.1","0.05","beagle unphased",4987,4022,0.806496891918989,1599,690,22,5,3366,3327,1643,708,8331,8286,0,0.003,23.916,25.277,1.014
"reforma_chrom_2",2016-01-15 14:45:42,"0.1","0.05","beagle unphased (shuffle)",4880,3235,0.662909836065574,1617,1,29,0,3234,3234,1675,1,8085,8085,0,0.003,25.641,23.867,0.982
"reforma_chrom_2",2016-01-15 13:28:18,"0.1","0.1","beagle unphased",9901,7803,0.788102211897788,3217,1213,55,13,6629,6577,3327,1245,16475,16418,0.00099999999999989,0.001,19.025,21.652,1.152
"reforma_chrom_2",2016-01-15 14:39:11,"0.1","0.1","beagle unphased",9905,7703,0.77768803634528,3259,1161,62,12,6584,6530,3383,1191,16427,16366,0,0.003,26.323,24.649,1.147
"reforma_chrom_2",2016-01-15 14:45:42,"0.1","0.1","beagle unphased (shuffle)",9923,6620,0.667136954550035,3236,3,70,0,6617,6617,3376,3,16470,16470,0.00099999999999989,0.00199999999999997,26.586,25.892,1.305
"reforma_chrom_2",2016-01-15 13:28:19,"0.1","0.2","beagle unphased",19884,15110,0.759907463287065,6494,1880,129,28,13261,13202,6752,1971,33016,32922,0,0.00199999999999999,20.817,24.165,1.272
"reforma_chrom_2",2016-01-15 14:39:11,"0.1","0.2","beagle unphased",19861,14994,0.754946880821711,6488,1803,111,24,13262,13167,6710,2015,33012,32730,0.00100000000000033,0.002,23.664,24.252,1.179
"reforma_chrom_2",2016-01-15 14:45:41,"0.1","0.2","beagle unphased (shuffle)",19695,13101,0.665194211728865,6465,6,126,7,13104,13088,6717,92,32673,32570,0.00099999999999989,0.00800000000000001,26.903,26.05,1.434
"reforma_chrom_2",2016-01-15 13:28:19,"0.2","0.01","beagle unphased",1325,1081,0.815849056603774,409,184,8,3,908,894,425,192,2225,2209,0.00099999999999989,0.002,26.997,29.207,1.857
"reforma_chrom_2",2016-01-15 14:39:12,"0.2","0.01","beagle unphased",1303,1049,0.805065234075211,421,188,10,4,872,857,441,203,2165,2144,0.00100000000000033,0.00299999999999999,31.759,31.438,1.558
"reforma_chrom_2",2016-01-15 14:45:43,"0.2","0.01","beagle unphased (shuffle)",1262,831,0.658478605388273,419,4,16,0,827,827,451,4,2073,2073,0.00099999999999989,0.002,30.549,30.057,1.558
"reforma_chrom_2",2016-01-15 13:28:19,"0.2","0.05","beagle unphased",6577,5151,0.783183822411434,2192,852,52,20,4333,4279,2296,917,10858,10780,0.00099999999999989,0.002,24.965,28.036,1.473
"reforma_chrom_2",2016-01-15 14:39:12,"0.2","0.05","beagle unphased",6637,5168,0.778665059514841,2283,886,41,11,4313,4271,2365,923,10909,10853,0.00100000000000033,0.002,35.617,36.433,1.364
"reforma_chrom_2",2016-01-15 14:40:48,"0.2","0.05","beagle unphased (shuffle)",6427,4298,0.668741247860588,2099,8,36,1,4292,4289,2171,27,10683,10660,0,0.003,31.948,30.648,1.604
"reforma_chrom_2",2016-01-15 14:45:43,"0.2","0.05","beagle unphased (shuffle)",6609,4338,0.656377666817975,2207,0,59,1,4343,4337,2325,25,10893,10860,0,0.002,33.008,32.178,1.512
"reforma_chrom_2",2016-01-15 13:28:19,"0.2","0.1","beagle unphased",13034,10058,0.771674083167101,4305,1468,91,23,8638,8567,4487,1552,21581,21472,0,0.00199999999999997,26.821,29.838,1.624
"reforma_chrom_2",2016-01-15 14:39:12,"0.2","0.1","beagle unphased",13022,9941,0.763400399324221,4353,1400,89,28,8580,8513,4531,1475,21513,21426,0.00099999999999989,0.003,29.609,29.004,1.503
"reforma_chrom_2",2016-01-15 14:45:43,"0.2","0.1","beagle unphased (shuffle)",13045,8732,0.669375239555385,4231,27,106,2,8708,8703,4443,53,21647,21616,0.00100000000000033,0.003,30.493,29.828,1.564
"reforma_chrom_2",2016-01-15 13:28:19,"0.2","0.2","beagle unphased",26141,19329,0.739413182357217,8602,2016,176,42,17363,17271,8954,2246,43328,43073,0.00099999999999989,0.002,30.904,34.22,1.545
"reforma_chrom_2",2016-01-15 14:39:12,"0.2","0.2","beagle unphased",26183,19419,0.741664438757973,8698,2161,186,44,17299,17214,9070,2427,43296,43005,0,0.003,32.856,32.208,1.811
"reforma_chrom_2",2016-01-15 14:45:43,"0.2","0.2","beagle unphased (shuffle)",25987,17281,0.664986339323508,8552,28,162,9,17273,17244,8876,158,43098,42928,0.000999999999999446,0.002,29.453,28.604,1.263
"reforma_chrom_2",2016-01-15 13:28:15,"0.4","0.01","beagle unphased",1624,1289,0.79371921182266,502,178,10,3,1112,1108,522,187,2726,2720,0,0.002,46.394,46.513,1.157
"reforma_chrom_2",2016-01-15 14:39:13,"0.4","0.01","beagle unphased",1740,1362,0.782758620689655,572,210,9,3,1159,1149,590,218,2890,2878,0.00100000000000033,0.002,42.996,41.611,1.205
"reforma_chrom_2",2016-01-15 14:40:49,"0.4","0.01","beagle unphased (shuffle)",1778,1178,0.662542182227222,578,0,20,0,1180,1178,618,4,2938,2930,0.000999999999999446,0.002,40.453,37.616,1.294
"reforma_chrom_2",2016-01-15 14:45:44,"0.4","0.01","beagle unphased (shuffle)",1586,1080,0.680958385876419,491,2,17,0,1078,1078,525,4,2647,2645,0.00100000000000033,0.002,39.596,37.78,1.404
"reforma_chrom_2",2016-01-15 13:28:25,"0.4","0.05","beagle unphased",8171,6436,0.787663688654999,2615,970,53,20,5503,5446,2721,1048,13621,13520,0,0.002,41.552,40.18,1.432
"reforma_chrom_2",2016-01-15 14:39:13,"0.4","0.05","beagle unphased",8159,6283,0.770069861502635,2639,878,81,23,5439,5382,2801,949,13517,13432,0,0.003,40.67,39.752,1.35
"reforma_chrom_2",2016-01-15 14:40:49,"0.4","0.05","beagle unphased (shuffle)",8226,5519,0.670921468514466,2661,18,63,0,5502,5501,2787,23,13665,13658,0,0.002,39.47,36.617,1.386
"reforma_chrom_2",2016-01-15 14:45:43,"0.4","0.05","beagle unphased (shuffle)",8152,5431,0.666216879293425,2661,0,55,0,5436,5431,2771,15,13533,13508,0.00100000000000033,0.002,37.703,36.205,1.376
"reforma_chrom_2",2016-01-15 13:28:25,"0.4","0.1","beagle unphased",16704,12803,0.766463122605364,5348,1642,141,34,11215,11127,5630,1793,27778,27611,0,0.002,41.459,39.824,1.249
"reforma_chrom_2",2016-01-15 14:39:13,"0.4","0.1","beagle unphased",16512,12801,0.775254360465116,5188,1670,141,40,11183,11091,5470,1779,27554,27439,0,0.002,44.846,44.034,1.371
"reforma_chrom_2",2016-01-15 14:40:48,"0.4","0.1","beagle unphased (shuffle)",16601,11172,0.672971507740498,5301,2,123,2,11177,11168,5547,52,27655,27591,0,0.00199999999999997,39.599,37.226,1.286
"reforma_chrom_2",2016-01-15 14:45:43,"0.4","0.1","beagle unphased (shuffle)",16347,11030,0.674741542790726,5176,1,138,1,11033,11028,5452,30,27242,27205,0.00100000000000033,0.003,40.202,40.464,1.408
"reforma_chrom_2",2016-01-15 13:28:25,"0.4","0.2","beagle unphased",33174,24664,0.743473804786881,10569,2367,255,49,22350,22248,11079,2519,55269,55121,0.00200000000000067,0.002,41.897,41.28,1.41
"reforma_chrom_2",2016-01-15 14:39:13,"0.4","0.2","beagle unphased",32859,24538,0.746766487111598,10495,2480,257,56,22107,22002,11009,2681,54709,54514,0.000999999999999446,0.002,40.495,39.847,1.356
"reforma_chrom_2",2016-01-15 14:40:48,"0.4","0.2","beagle unphased (shuffle)",33215,22369,0.673460785789553,10571,24,292,3,22352,22342,11155,99,55275,55186,0,0.003,41.315,40.085,1.409
"reforma_chrom_2",2016-01-15 14:45:43,"0.4","0.2","beagle unphased (shuffle)",32925,22105,0.671374335611238,10535,0,278,7,22112,22098,11091,77,54759,54668,0,0.002,43.929,42.138,1.377
"reforma_chrom_2",2016-01-15 13:28:26,"0.7","0.01","beagle unphased",1982,1550,0.782038345105954,614,204,20,3,1348,1343,654,214,3310,3300,0.000999999999999446,0.003,54.31,54.791,1.881
"reforma_chrom_2",2016-01-15 14:39:14,"0.7","0.01","beagle unphased",1971,1521,0.771689497716895,627,204,19,3,1325,1314,665,214,3277,3261,0.00100000000000033,0.002,66.296,67.013,1.927
"reforma_chrom_2",2016-01-15 14:40:50,"0.7","0.01","beagle unphased (shuffle)",1951,1333,0.683239364428498,602,0,14,0,1335,1333,630,0,3272,3269,0.00100000000000033,0.002,50.287,50.859,1.855
"reforma_chrom_2",2016-01-15 14:45:45,"0.7","0.01","beagle unphased (shuffle)",1973,1321,0.66953877344146,630,1,19,0,1324,1320,668,8,3278,3263,0.000999999999999446,0.003,55.835,50.573,2.088
"reforma_chrom_2",2016-01-15 13:28:26,"0.7","0.05","beagle unphased",9913,7643,0.771007767577928,3062,931,106,14,6745,6698,3274,1003,16552,16461,0.00100000000000033,0.002,52.207,52.459,1.785
"reforma_chrom_2",2016-01-15 14:39:14,"0.7","0.05","beagle unphased",9939,7647,0.76939329912466,3120,920,74,19,6745,6708,3268,999,16610,16533,0,0.002,55.892,56.15,1.791
"reforma_chrom_2",2016-01-15 14:40:50,"0.7","0.05","beagle unphased (shuffle)",9824,6715,0.68353013029316,2999,0,102,0,6723,6715,3203,23,16445,16408,0.000999999999999446,0.002,50.442,48.371,1.971
"reforma_chrom_2",2016-01-15 14:45:44,"0.7","0.05","beagle unphased (shuffle)",9766,6670,0.682981773499898,3017,25,103,3,6646,6642,3223,49,16309,16284,0,0.004,56.729,52.909,1.752
"reforma_chrom_2",2016-01-15 14:39:14,"0.7","0.1","beagle unphased",19883,15121,0.760498918674244,6213,1708,204,33,13466,13380,6621,1843,33145,32991,0.00100000000000033,0.003,53.314,53.172,2.055
"reforma_chrom_2",2016-01-15 14:45:44,"0.7","0.1","beagle unphased (shuffle)",19804,13590,0.686225005049485,6046,7,169,5,13589,13578,6384,107,33224,33112,0.00100000000000033,0.003,57.375,50.803,2.263
"reforma_chrom_2",2016-01-15 13:28:26,"0.7","0.2","beagle unphased",39403,29202,0.741111082912469,12206,2414,374,59,26823,26729,12954,2671,65852,65605,0,0.003,54.051,53.43,2.089
"reforma_chrom_2",2016-01-15 14:39:14,"0.7","0.2","beagle unphased",39470,29021,0.735267291613884,12123,2147,396,42,26951,26832,12915,2408,66025,65709,0.000999999999999446,0.00299999999999997,59.53,59.96,2.201
"reforma_chrom_2",2016-01-15 14:45:45,"0.7","0.2","beagle unphased (shuffle)",39758,26927,0.677272498616631,12422,0,396,7,26940,26920,13214,114,66302,66162,0,0.004,51.999,47.978,2.035
"reforma_chrom_3",2016-01-15 13:28:24,"0.1","0.01","beagle unphased",1094,889,0.812614259597806,361,161,4,2,729,726,369,165,1819,1816,0.00099999999999989,0.003,26.974,27.212,1.292
"reforma_chrom_3",2016-01-15 14:39:12,"0.1","0.01","beagle unphased",1013,809,0.798617966436328,311,114,5,1,697,694,321,118,1705,1701,0,0.002,39.832,37.185,1.395
"reforma_chrom_3",2016-01-15 14:40:48,"0.1","0.01","beagle unphased (shuffle)",948,653,0.688818565400844,292,3,6,0,650,650,304,3,1592,1592,0.00099999999999989,0.002,22.952,24.225,1.057
"reforma_chrom_3",2016-01-15 14:45:43,"0.1","0.01","beagle unphased (shuffle)",995,667,0.67035175879397,325,4,5,0,665,663,335,4,1655,1653,0,0.003,33.883,29.517,1.336
"reforma_chrom_3",2016-01-15 13:28:24,"0.1","0.05","beagle unphased",5068,3976,0.784530386740331,1630,582,34,10,3404,3384,1698,613,8438,8408,0.00099999999999989,0.002,26.766,28.249,1.158
"reforma_chrom_3",2016-01-15 14:39:12,"0.1","0.05","beagle unphased",4937,3854,0.780636013773547,1608,564,24,11,3305,3279,1656,591,8218,8188,0.00100000000000033,0.002,28.776,27.633,1.099
"reforma_chrom_3",2016-01-15 14:40:48,"0.1","0.05","beagle unphased (shuffle)",5167,3471,0.671763112057287,1672,8,29,0,3466,3463,1730,17,8604,8592,0.00100000000000033,0.002,28.966,27.749,1.204
"reforma_chrom_3",2016-01-15 14:45:43,"0.1","0.05","beagle unphased (shuffle)",5062,3434,0.678387988937179,1598,3,28,0,3436,3431,1654,3,8470,8465,0,0.002,31.2,28.101,1.327
"reforma_chrom_3",2016-01-15 13:28:24,"0.1","0.1","beagle unphased",10142,7887,0.77765726681128,3246,1093,56,10,6840,6784,3358,1164,16926,16816,0.00099999999999989,0.00199999999999999,32.349,32.233,1.264
"reforma_chrom_3",2016-01-15 14:39:13,"0.1","0.1","beagle unphased",10094,7846,0.777293441648504,3188,1037,50,15,6856,6794,3288,1099,16900,16803,0,0.003,41.194,38.974,1.899
"reforma_chrom_3",2016-01-15 14:40:48,"0.1","0.1","beagle unphased (shuffle)",10187,6910,0.678315500147247,3240,24,57,0,6890,6886,3354,39,17020,16997,0,0.002,30.398,29.011,1.334
"reforma_chrom_3",2016-01-15 14:45:43,"0.1","0.1","beagle unphased (shuffle)",10184,6745,0.662313432835821,3412,15,40,0,6732,6730,3492,15,16876,16874,0,0.003,34.253,30.71,1.373
"reforma_chrom_3",2016-01-15 13:28:24,"0.1","0.2","beagle unphased",20064,15034,0.749302232854864,6400,1539,103,13,13561,13482,6606,1596,33522,33409,0,0.004,24.735,24.662,1.182
"reforma_chrom_3",2016-01-15 14:39:12,"0.1","0.2","beagle unphased",20054,14926,0.744290415877132,6456,1492,103,11,13495,13423,6662,1520,33446,33371,0,0.004,40.09,37.466,1.711
"reforma_chrom_3",2016-01-15 14:40:48,"0.1","0.2","beagle unphased (shuffle)",20250,13595,0.671358024691358,6543,3,102,1,13605,13591,6747,73,33753,33660,0.00100000000000033,0.002,25.709,24.977,1.399
"reforma_chrom_3",2016-01-15 14:45:43,"0.1","0.2","beagle unphased (shuffle)",20205,13691,0.677604553328384,6467,94,124,1,13614,13596,6715,144,33695,33623,0.00099999999999989,0.003,33.892,29.523,1.346
"reforma_chrom_3",2016-01-15 13:28:25,"0.2","0.01","beagle unphased",1299,1005,0.773672055427252,447,161,6,1,846,843,459,164,2139,2135,0,0.003,35.825,35.985,1.502
"reforma_chrom_3",2016-01-15 14:39:13,"0.2","0.01","beagle unphased",1341,1065,0.794183445190157,436,173,7,3,898,889,450,179,2232,2223,0.000999999999999446,0.003,37.707,35.373,1.345
"reforma_chrom_3",2016-01-15 14:40:48,"0.2","0.01","beagle unphased (shuffle)",1356,906,0.668141592920354,442,3,9,0,905,903,460,3,2252,2250,0,0.00199999999999997,33.05,32.093,1.642
"reforma_chrom_3",2016-01-15 14:45:44,"0.2","0.01","beagle unphased (shuffle)",1273,844,0.663000785545954,425,1,5,0,843,843,435,1,2111,2111,0.00100000000000033,0.002,39.985,33.837,1.52
"reforma_chrom_3",2016-01-15 13:28:25,"0.2","0.05","beagle unphased",6851,5309,0.774923368851263,2246,776,42,8,4563,4525,2330,817,11372,11311,0.00100000000000033,0.00199999999999999,29.968,29.949,1.426
"reforma_chrom_3",2016-01-15 14:39:13,"0.2","0.05","beagle unphased",6610,5175,0.782904689863843,2077,701,33,6,4500,4468,2143,723,11077,11033,0,0.00299999999999997,36.645,33.447,1.436
"reforma_chrom_3",2016-01-15 14:45:43,"0.2","0.05","beagle unphased (shuffle)",6503,4455,0.685068429955405,2008,8,44,0,4451,4447,2096,26,10910,10886,0.000999999999999446,0.002,39.175,30.836,1.548
"reforma_chrom_3",2016-01-15 13:28:25,"0.2","0.1","beagle unphased",13413,10309,0.768582718258406,4376,1413,91,17,8946,8879,4558,1459,22268,22192,0.00099999999999989,0.002,32.503,30.915,1.34
"reforma_chrom_3",2016-01-15 14:39:13,"0.2","0.1","beagle unphased",13401,10262,0.765763748973957,4347,1359,91,18,8963,8885,4529,1435,22273,22151,0,0.003,37.276,36.956,1.334
"reforma_chrom_3",2016-01-15 14:40:49,"0.2","0.1","beagle unphased (shuffle)",13504,9057,0.670690165876777,4383,37,102,3,9019,9017,4587,53,22421,22408,0.00099999999999989,0.002,35.655,33.453,1.469
"reforma_chrom_3",2016-01-15 14:45:43,"0.2","0.1","beagle unphased (shuffle)",13428,9049,0.673890378313971,4325,45,91,0,9012,9004,4507,70,22349,22310,0,0.00299999999999997,33.904,29.71,1.658
"reforma_chrom_3",2016-01-15 13:28:25,"0.2","0.2","beagle unphased",26713,19883,0.744319245311272,8637,2083,189,34,17887,17766,9015,2290,44411,44142,0.00099999999999989,0.002,34.282,33.349,1.516
"reforma_chrom_3",2016-01-15 14:39:13,"0.2","0.2","beagle unphased",26880,19914,0.740848214285714,8825,2108,173,30,17882,17776,9171,2275,44589,44366,0.00099999999999989,0.002,42.208,38.907,2.162
"reforma_chrom_3",2016-01-15 14:45:44,"0.2","0.2","beagle unphased (shuffle)",26677,17958,0.673164148892304,8591,50,160,3,17926,17905,8911,191,44443,44268,0.000999999999999446,0.00299999999999997,39.094,32.651,1.615
"reforma_chrom_3",2016-01-15 13:28:25,"0.4","0.01","beagle unphased",1793,1374,0.766313441160067,569,167,9,2,1215,1205,587,174,2999,2986,0,0.002,42.098,42.514,1.936
"reforma_chrom_3",2016-01-15 14:39:14,"0.4","0.01","beagle unphased",1649,1280,0.776228016979988,516,164,14,4,1119,1112,544,173,2754,2746,0.000999999999999446,0.002,48.882,49.466,1.973
"reforma_chrom_3",2016-01-15 14:40:49,"0.4","0.01","beagle unphased (shuffle)",1787,1192,0.667039731393397,586,5,14,0,1187,1187,614,5,2960,2960,0.000999999999999446,0.003,42.939,40.205,1.193
"reforma_chrom_3",2016-01-15 14:45:44,"0.4","0.01","beagle unphased (shuffle)",1772,1241,0.700338600451467,514,2,18,0,1240,1239,550,2,2994,2993,0,0.004,50.44,42.837,1.257
"reforma_chrom_3",2016-01-15 13:28:26,"0.4","0.05","beagle unphased",8761,6739,0.769204428718183,2770,845,69,14,5922,5880,2908,882,14614,14566,0,0.003,47.449,47.508,2.163
"reforma_chrom_3",2016-01-15 14:39:14,"0.4","0.05","beagle unphased",8775,6758,0.77014245014245,2810,890,63,8,5902,5860,2936,918,14614,14562,0,0.002,49.432,49.167,2.295
"reforma_chrom_3",2016-01-15 14:40:49,"0.4","0.05","beagle unphased (shuffle)",8776,5974,0.680720145852325,2755,3,49,0,5972,5971,2853,3,14699,14698,0.00100000000000033,0.002,43.891,39.635,1.254
"reforma_chrom_3",2016-01-15 14:45:44,"0.4","0.05","beagle unphased (shuffle)",8596,5803,0.675081433224756,2730,18,76,1,5790,5784,2882,25,14310,14296,0,0.003,47.161,42.469,1.256
"reforma_chrom_3",2016-01-15 13:28:26,"0.4","0.1","beagle unphased",17883,13553,0.757870603366326,5611,1448,129,19,12143,12086,5869,1510,29897,29816,0.00100000000000033,0.002,43.497,42.751,1.929
"reforma_chrom_3",2016-01-15 14:39:14,"0.4","0.1","beagle unphased",17713,13557,0.765370067182295,5543,1574,141,23,12029,11960,5825,1641,29601,29520,0.00100000000000033,0.002,43.685,41.867,2.102
"reforma_chrom_3",2016-01-15 14:40:49,"0.4","0.1","beagle unphased (shuffle)",17383,11857,0.682103204280044,5409,4,120,0,11854,11853,5649,10,29117,29110,0.000999999999999446,0.003,42.601,40.647,1.256
"reforma_chrom_3",2016-01-15 14:45:44,"0.4","0.1","beagle unphased (shuffle)",17577,11911,0.677646924958753,5538,10,130,0,11909,11901,5798,47,29356,29304,0,0.005,45.723,40.608,1.233
"reforma_chrom_3",2016-01-15 13:28:26,"0.4","0.2","beagle unphased",34785,25936,0.745608739399166,10969,2460,264,30,23552,23446,11497,2587,58073,57898,0.00100000000000033,0.003,45,44.957,1.808
"reforma_chrom_3",2016-01-15 14:39:14,"0.4","0.2","beagle unphased",35136,26072,0.742030965391621,11003,2321,281,30,23852,23721,11565,2488,58707,58448,0,0.002,52.205,52.445,2.223
"reforma_chrom_3",2016-01-15 14:45:44,"0.4","0.2","beagle unphased (shuffle)",35219,23915,0.679036883500383,11016,23,300,3,23903,23889,11616,81,58822,58743,0.000999999999999446,0.002,47.925,42.697,1.156
"reforma_chrom_3",2016-01-15 14:39:15,"0.7","0.01","beagle unphased",2114,1616,0.764427625354778,677,202,21,2,1416,1412,719,209,3509,3504,0.00100000000000033,0.003,62.262,60.796,1.862
"reforma_chrom_3",2016-01-15 14:40:50,"0.7","0.01","beagle unphased (shuffle)",2203,1539,0.69859282796187,643,0,19,0,1541,1539,681,2,3725,3719,0.00100000000000033,0.002,54.178,53.111,2.102
"reforma_chrom_3",2016-01-15 14:45:45,"0.7","0.01","beagle unphased (shuffle)",2111,1449,0.686404547607769,630,0,32,0,1449,1449,694,0,3528,3528,0,0.003,63.539,58.524,2.004
